publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	title_image
"Narrative form"	"9781137439574"	"9781137439598"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137439598&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137439598.jpg"	
"Liberal Conscience: Politics and Principle in a World of Religious Pluralism"	"9780231136051"	"9780231509817"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780231509817&uid=none"						"Columbia University Press"											"http://www.askewsandholts.com/EBookImages/9780231509817.jpg"	
"Corrosion for everybody"	"9789048134762"	"9789048134779"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789048134779&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789048134779.jpg"	
"The Cluster active archive: studying the Earth's space plasma environment"	"9789048134984"	"9789048134991"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789048134991&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789048134991.jpg"	
"Modelling diesel combustion"	"9789048138845"	"9789048138852"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789048138852&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789048138852.jpg"	
"Edible medicinal and non-medicinal plants.: (Fruits)"	"9789400717633"	"9789400717640"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789400717640&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789400717640.jpg"	
"Stress ecology: environmental stress as ecological driving force and key player in evolution"	"9789400720718"	"9789400720725"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789400720725&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789400720725.jpg"	
"Urban environment: proceedings of the 10th Urban Environment Symposium"	"9789400725393"	"9789400725409"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789400725409&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789400725409.jpg"	
"Phosphoinositides.: (The diverse biological functions)"	"9789400730144"	"9789400730151"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789400730151&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789400730151.jpg"	
"Arthropod management in vineyards: pests, approaches, and future directions"	"9789400740310"	"9789400740327"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789400740327&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789400740327.jpg"	
"Hydrodynamic instability and transition to turbulence"	"9789400742369"	"9789400742376"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789400742376&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789400742376.jpg"	
"Cinematic ethics: exploring ethical experience through film"	"9781138826151"	"9781317336112"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317336112&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781317336112.jpg"	
"New directions in consciousness studies: SoS theory and the nature of time"	"9781138923850"	"9781317410089"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781317410089&uid=none"						"Routledge"											"http://www.askewsandholts.com/EBookImages/9781317410089.jpg"	
"Media, materiality and memory: grounding the groove"	"9781472459480"	"9781472459497"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472459497&uid=none"						"Ashgate"											"http://www.askewsandholts.com/EBookImages/9781472459497.jpg"	
"Cognitive wireless networks: concepts, methodologies and visions inspiring the age of enlightenment of wireless communications"	"9781402059780"	"9781402059797"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781402059797&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781402059797.jpg"	
"Advances in integrated design and manufacturing in mechanical engineering II"	"9781402067600"	"9781402067617"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781402067617&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781402067617.jpg"	
"Lightning: principles, instruments and applications : review of modern lightning research"	"9781402090783"	"9781402090790"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781402090790&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781402090790.jpg"	
"Retinal degenerative diseases: laboratory and therapeutic investigations"	"9781441913982"	"9781441913999"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441913999&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441913999.jpg"	
"Distributed, embedded and real-time Java systems"	"9781441981578"	"9781441981585"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441981585&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441981585.jpg"	
"Annotated catalogue of 3,000 deep-sky objects"	"9781441994189"	"9781441994196"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441994196&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441994196.jpg"	
"Transforming growth factor-beta in cancer therapy"	"9781588297143"	"9781597452922"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781597452922&uid=none"						"Humana Press"											"http://www.askewsandholts.com/EBookImages/9781597452922.jpg"	
"Antithrombotic drug therapy in cardiovascular disease"	"9781603272346"	"9781603272353"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781603272353&uid=none"						"Humana Press"											"http://www.askewsandholts.com/EBookImages/9781603272353.jpg"	
"Tumor neurosurgery: principles and practice"	"9781846282911"	"9781846282942"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781846282942&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781846282942.jpg"	
"ICCS 2007: proceedings of the 15th International Workshops on Conceptual Structures"	"9781846289903"	"9781846289927"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781846289927&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781846289927.jpg"	
"OCR for Indic scripts: document recognition and retrieval"	"9781848003293"	"9781848003309"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781848003309&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781848003309.jpg"	
"Conflict and catastrophe medicine: a practical guide."	"9781848003514"	"9781848003521"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781848003521&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781848003521.jpg"	
"Security of Water, Food, Energy and Liveability of Cities: Challenges and Opportunities for Peri-Urban Futures"	"9789401788779"	"9789401788786"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401788786&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401788786.jpg"	
"Mars Plasma Environment"	"9780387709413"	"9780387709437"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780387709437&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780387709437.jpg"	
"Electronic-healthcare information security"	"9780387848174"	"9780387849195"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780387849195&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780387849195.jpg"	
"Dynamic-clamp: from principles to applications"	"9780387892788"	"9780387892795"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780387892795&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780387892795.jpg"	
"Divergent paths: family histories of Irish emigrants in Britain 1820-1920"	"9780719090639"	"9780719098338"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780719098338&uid=none"						"Manchester University Press"											"http://www.askewsandholts.com/EBookImages/9780719098338.jpg"	
"Innovations in power systems reliability"	"9780857290878"	"9780857290885"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857290885&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780857290885.jpg"	
"Global and stochastic analysis with applications to mathematical physics"	"9780857291622"	"9780857291639"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857291639&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780857291639.jpg"	
"Pro Silverlight 2 for the Enterprise"	"9781430218678"	"9781430218685"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430218685&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430218685.jpg"	
"Pro WF: Windows Workflow in .NET 4"	"9781430227212"	"9781430227229"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430227229&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430227229.jpg"	
"Web standards: mastering HTML5, CSS3, and XML"	"9781430240419"	"9781430240426"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430240426&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430240426.jpg"	
"Plan Your Financial Future: A Comprehensive Guidebook to Growing Your Net Worth"	"9781430260646"	"9781430260653"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430260653&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430260653.jpg"	
"Practical Ext JS 4"	"9781430260738"	"9781430260745"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430260745&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430260745.jpg"	
"Appreneur: Secrets to Success in the App Store"	"9781430264750"	"9781430264767"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430264767&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430264767.jpg"	
"Oral cancer metastasis"	"9781441907745"	"9781441907752"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441907752&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441907752.jpg"	
"Decision support: an examination of the DSS discipline"	"9781441961808"	"9781441961815"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441961815&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441961815.jpg"	
"The MassGeneral Hospital for Children adolescent medicine handbook"	"9781441968449"	"9781441968456"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441968456&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441968456.jpg"	
"Nanoelectronic circuit design"	"9781441974440"	"9781441976093"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441976093&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441976093.jpg"	
"Entropy and information theory"	"9781441979698"	"9781441979704"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441979704&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441979704.jpg"	
"Test and diagnosis for small-delay defects"	"9781441982964"	"9781441982971"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441982971&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441982971.jpg"	
"Selecting the mercury seven: the search for America's first astronauts"	"9781441984043"	"9781441984050"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441984050&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441984050.jpg"	
"Hypernumbers and extrafunctions: extending the classical calculus"	"9781441998743"	"9781441998750"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441998750&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441998750.jpg"	
"Creole societies in the Portuguese colonial empire"	"9781443880275"	"9781443884631"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781443884631&uid=none"						"Cambridge Scholars Publishing"											"http://www.askewsandholts.com/EBookImages/9781443884631.jpg"	
"Maintenance Management in Network Utilities: Framework and Practical Implementation"	"9781447127567"	"9781447127574"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781447127574&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781447127574.jpg"	
"Citizen satisfaction: improving government performance, efficiency, and citizen trust"	"9780230341340"	"9781137047137"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137047137&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137047137.jpg"	
"Jacobean Drama"	"9780230008151"	"9781137066695"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137066695&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137066695.jpg"	
"Korperzentrierte Psychotherapie im Dialog: Grundlagen, Anwendungen, Integration Der IKP-Ansatz von Yvonne Maurer"	"9783642010590"	"9783642010606"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642010606&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642010606.jpg"	
"Experimental and theoretical advances in fluid dynamics"	"9783642179570"	"9783642179587"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642179587&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642179587.jpg"	
"Future computer, communication, control and automation"	"9783642255373"	"9783642255380"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642255380&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642255380.jpg"	
"Advances in automation and robotics.: (Selected papers from the 2011 International Conference on Automation and Robotics (ICAR 2011), Dubai, December 1-2, 2011)"	"9783642255526"	"9783642255533"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642255533&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642255533.jpg"	
"Wenn die Populisten kommen: Beitrage zum Zustand der Demokratie und des Parteiensystems"	"9783658008017"	"9783658008024"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658008024&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658008024.jpg"	
"Sustainable Leadership: Modellentwicklung, Empirische Uberprufung Und Gestaltungshinweise"	"9783658016944"	"9783658016951"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658016951&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658016951.jpg"	
"Burgerschaftliches Engagement an Schulen: Eine empirische Untersuchung uber Schulfordervereine"	"9783658017279"	"9783658017286"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658017286&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658017286.jpg"	
"Ehrenamtlichkeit in Palliative Care: Zwischen Hospizlich-palliativer Sorgekultur Und Institutionalisierter Dienstleistung"	"9783658017620"	"9783658017637"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658017637&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658017637.jpg"	
"Der Islam und der Westen: Sozialpsychologische Aspekte einer Inszenierung"	"9783658031503"	"9783658031510"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658031510&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658031510.jpg"	
"Oberstufe aus Schulersicht: Klassenwiederholung und individuelle Forderung in der Sekundarstufe II"	"9783658036355"	"9783658036362"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658036362&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658036362.jpg"	
"Mittelstandische Unternehmen"	"9783658040918"	"9783658040925"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658040925&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658040925.jpg"	
"Das Zweite Ich: Gesprache Mit Musikern Uber Image Und Karriere in Der Mediengesellschaft"	"9783658044824"	"9783658044831"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658044831&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658044831.jpg"	
"Mittelstandsanleihen - ein Erfolgsmodell fur alle Parteien"	"9783658045258"	"9783658045265"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658045265&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658045265.jpg"	
"Motivation, Zufriedenheit Und Wertschatzung Von Sport-event-volunteers: Die Fifa Frauen-wm 2011 in Deutschland"	"9783658052270"	"9783658052287"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658052287&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658052287.jpg"	
"Steuergeratetaugliche Verbrennungsoptimierung mit physikalischen Modellansatzen"	"9783658076528"	"9783658076535"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658076535&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658076535.jpg"	
"Wettbewerbsfahigkeit von Tourismusdestinationen: Burgerbeteiligung als Erfolgsfaktor?"	"9783658076757"	"9783658076764"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658076764&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658076764.jpg"	
"Formelsammlung Aktien-, Zins- Und Wahrungsderivate"	"9783658078737"	"9783658078744"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783658078744&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783658078744.jpg"	
"Mechanics and Model-Based Control of Advanced Engineering Systems"	"9783709115701"	"9783709115718"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783709115718&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783709115718.jpg"	
"The reasons for underdevelopment: the case of decolonisation in Somaliland"	"9783790827774"	"9783790827781"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783790827781&uid=none"						"Physica"											"http://www.askewsandholts.com/EBookImages/9783790827781.jpg"	
"Sensoren fur die Prozess- und Fabrikautomation: Funktion - Ausfuhrung - Anwendung"	"9783834808950"	"9783834886378"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834886378&uid=none"						"Vieweg+Teubner Verlag"											"http://www.askewsandholts.com/EBookImages/9783834886378.jpg"	
"Leitfaden fur Bausachverstandige: Rechtsgrundlagen - Gutachten - Haftung"	"9783528117504"	"9783834892010"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834892010&uid=none"						"Vieweg+Teubner Verlag"											"http://www.askewsandholts.com/EBookImages/9783834892010.jpg"	
"Fahrzeugreifen und Fahrwerkentwicklung: Strategie, Methoden, Tools"	"9783834806710"	"9783834893123"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834893123&uid=none"						"Vieweg+Teubner Verlag"											"http://www.askewsandholts.com/EBookImages/9783834893123.jpg"	
"RFID in der Baulogistik: Forschungsbericht zum Projekt &quot;Integriertes Wertschopfungsmodell mit RFID in der Bau- und Immobilienwirtschaft&quot;"	"9783834807656"	"9783834893192"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783834893192&uid=none"						"Vieweg+Teubner Verlag"											"http://www.askewsandholts.com/EBookImages/9783834893192.jpg"	
"The extinct scene: late modernism and everyday life"	"9780231169424"	"9780231537889"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780231537889&uid=none"						"Columbia University Press"											"http://www.askewsandholts.com/EBookImages/9780231537889.jpg"	
