publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	title_image
"The changing face of compliance: managing regulatory risk"	"9781409455707"	"9781409455714"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781409455714&uid=none"						"Ashgate"											"http://www.askewsandholts.com/EBookImages/9781409455714.jpg"	
"Supply-side sustainability"	"9780231105873"	"9780231504072"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780231504072&uid=none"						"Columbia University Press"											"http://www.askewsandholts.com/EBookImages/9780231504072.jpg"	
"A framework for immigration: applications to Asians in the United States"	"9780231120838"	"9780231506335"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780231506335&uid=none"						"Columbia University Press"											"http://www.askewsandholts.com/EBookImages/9780231506335.jpg"	
"Textbook of clinical neuropsychiatry and behavioral neuroscience."	"9781444121346"	"9781444164947"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781444164947&uid=none"						"Hodder"											"http://www.askewsandholts.com/EBookImages/9781444164947.jpg"	
"Comprehensive surgical management of congenital heart disease"	"9781444112153"	"9781444165043"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781444165043&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781444165043.jpg"	
"Forensic psychiatry: clinical, legal and ethical issues"	"9780340806289"	"9781444165067"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781444165067&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781444165067.jpg"	
"Personalmarketing im Wandel: Einsatzmoglichkeiten im Web 2.0"	""	"9783958208490"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783958208490&uid=none"						"Bachelor + Master Publishing"											"http://www.askewsandholts.com/EBookImages/9783958208490.jpg"	
"Scott-Brown's Otorhinolaryngology: Head and Neck Surgery 7Ed: 3 volume set"	"9780340987254"	"9781444109832"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781444109832&uid=none"						"CRC Press"											"http://www.askewsandholts.com/EBookImages/9781444109832.jpg"	
"Restios of the Fynbos"	"9781920544003"	"9781920544010"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781920544010&uid=none"						"Penguin"											"http://www.askewsandholts.com/EBookImages/9781920544010.jpg"	
"Fashion's Double: Representations of Fashion in Painting, Photography and Film"	"9780857856340"	"9781472519290"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472519290&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781472519290.jpg"	
"Ways of residing in transformation: interdisciplinary perspectives"	"9781472426079"	"9781472426086"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472426086&uid=none"						"Ashgate"											"http://www.askewsandholts.com/EBookImages/9781472426086.jpg"	
"Advances in clinical cytology"	"9780407001749"	"9781483191911"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781483191911&uid=none"						"Butterworth-Heinemann"											"http://www.askewsandholts.com/EBookImages/9781483191911.jpg"	
"Oxi: An Act of Resistance: The Screenplay and Commentary, Including interviews with Derrida, Cixous, Balibar and Negri"	"9781783482689"	"9781783482702"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781783482702&uid=none"						"Rowman & Littlefield Publishers"											"http://www.askewsandholts.com/EBookImages/9781783482702.jpg"	
"Komplexe Lieferantenbewertung in China auf strategischer Ebene: Konzeption und Anwendung des Fuzzy-Analytical-Hierarchy-Process (AHP) aus dem Blickwinkel der Systemgrenze"	""	"9783842841154"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783842841154&uid=none"						"Diplomica Verlag"											"http://www.askewsandholts.com/EBookImages/9783842841154.jpg"	
"Sustainable Balanced Scorecard: Entwicklung und Implementierung von Nachhaltigkeitssystemen am Beispiel der REWE Group"	""	"9783842844476"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783842844476&uid=none"						"Diplomica Verlag"											"http://www.askewsandholts.com/EBookImages/9783842844476.jpg"	
"Eli's Cheesecake Cookbook: Remarkable Recipes from a Chicago Legend"	"9781572841826"	"9781572847699"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781572847699&uid=none"						"Agate Publishing"											"http://www.askewsandholts.com/EBookImages/9781572847699.jpg"	
"Husserl's ethics and practical intentionality"	"9781472573735"	"9781472573742"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472573742&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781472573742.jpg"	
"Practical spiritualities in a media age"	"9781474223164"	"9781474223188"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474223188&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781474223188.jpg"	
"Modernism in a global context"	"9781472569646"	"9781472569660"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472569660&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781472569660.jpg"	
"Digital methodologies in the sociology of religion"	"9781472571151"	"9781472571175"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472571175&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781472571175.jpg"	
"The Student Paramedic Survival Guide: Your Journey from Student to Paramedic"	"9780335262366"	"9780335262373"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780335262373&uid=none"						"McGraw-Hill"											"http://www.askewsandholts.com/EBookImages/9780335262373.jpg"	
"Magic of the Winter Solstice: Seasonal celebrations to honour nature's ever-turning wheel"	""	"9781780288628"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781780288628&uid=none"						"Watkins"											"http://www.askewsandholts.com/EBookImages/9781780288628.jpg"	
"The meaning of flowers: myth, language & lore"	"9780811819312"	"9781452140902"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781452140902&uid=none"						"Chronicle Books"											"http://www.askewsandholts.com/EBookImages/9781452140902.jpg"	
"J.R.R. Tolkien"	"9781137263995"	"9781137264015"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137264015&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137264015.jpg"	
"Inflation and the making of Australian macroeconomic policy, 1945-85"	"9781137265968"	"9781137265975"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137265975&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137265975.jpg"	
"Alice Walker"	"9780230575899"	"9781137267559"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137267559&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137267559.jpg"	
"Poetry: The Ultimate Guide"	"9781403994615"	"9781137267917"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137267917&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137267917.jpg"	
"Studying Shakespeare in Performance"	"9780230273740"	"9781137268242"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137268242&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137268242.jpg"	
"Changing concepts of contract: essays in honour of Ian Macneil"	"9781137269263"	"9781137269270"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137269270&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137269270.jpg"	
"Direction: Readings in Theatre Practice"	"9780230276222"	"9781137292551"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137292551&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137292551.jpg"	
"Disasters, Risks and Revelation: Making Sense of Our Times"	"9781137294258"	"9781137294265"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137294265&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137294265.jpg"	
"Living Fiction: Reading the British Novel from Daniel Defoe to Julian Barnes"	"9781137298331"	"9781137298355"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137298355&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137298355.jpg"	
"Renewable Energy Transformation or Fossil Fuel Backlash: Vested Interests in the Political Economy"	"9781137298782"	"9781137298799"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137298799&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137298799.jpg"	
"Haunted seasons: television ghost stories for Christmas and horror for Halloween"	"9781137298942"	"9781137298959"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137298959&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137298959.jpg"	
"Women and Violence: The Agency of Victims and Perpetrators"	"9781137015112"	"9781137015129"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137015129&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137015129.jpg"	
"Shakespeare's Late Plays: Pericles, Cymbeline, The Winter's Tale, The Tempest"	"9780230200500"	"9781137019097"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137019097&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137019097.jpg"	
"King Lear"	"9781403986894"	"9781137019141"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137019141&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137019141.jpg"	
"Salman Rushdie: Second Edition"	"9780230217225"	"9781137019301"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137019301&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137019301.jpg"	
"Acting in Documentary Theatre"	"9781137019714"	"9781137019738"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137019738&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137019738.jpg"	
"Crime Fiction since 1800: Detection, Death, Diversity"	"9780230580749"	"9781137020215"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137020215&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137020215.jpg"	
"Town twinning, transnational connections and trans-local citizenship practices in Europe"	"9781137021229"	"9781137021236"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137021236&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137021236.jpg"	
"Body/Sex/Work: Intimate, embodied and sexualised labour"	"9781137021908"	"9781137021915"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137021915&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137021915.jpg"	
"Rethinking Anti-Discriminatory and Anti-Oppressive Theories for Social Work Practice"	"9781137023971"	"9781137023988"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137023988&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137023988.jpg"	
"Multinationals in Latin America: case studies"	"9781137024091"	"9781137024107"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137024107&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137024107.jpg"	
"Making Social Technologies Work: Leveraging the Power and Managing Perils of Social Technologies in Business"	"9781137024817"	"9781137024824"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137024824&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137024824.jpg"	
"Understanding Children's Personal Lives and Relationships"	"9781137030061"	"9781137030078"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137030078&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137030078.jpg"	
"Linguistic Ethnography: Interdisciplinary Explorations"	"9781137035028"	"9781137035035"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137035035&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137035035.jpg"	
"Charles Dickens: David Copperfield/ Great Expectations"	"9781137283238"	"9781137283252"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137283252&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137283252.jpg"	
"J. K. Rowling"	"9780230008502"	"9781137284921"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137284921&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137284921.jpg"	
"Rise of the Novel"	"9780230251830"	"9781137284952"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137284952&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137284952.jpg"	
"Psychoanalytic Theory: An Introduction"	"9781137300836"	"9781137300843"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137300843&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137300843.jpg"	
"Ted Hughes"	"9781137301116"	"9781137301130"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137301130&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137301130.jpg"	
"David Almond"	"9781137301154"	"9781137301178"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137301178&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137301178.jpg"	
"Law, Power and Culture: Supporting Change From Within"	"9780230304536"	"9781137315809"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137315809&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137315809.jpg"	
"Mobile Europe: the theory and practice of free movement in the EU"	"9780230274471"	"9781137316028"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137316028&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137316028.jpg"	
"Gender, HIV and risk: navigating structural violence"	"9780230292888"	"9781137316127"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137316127&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137316127.jpg"	
"Political censorship of the visual arts in nineteenth-century Europe: arresting images"	"9780230248700"	"9781137316493"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137316493&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137316493.jpg"	
"Transnational Nation: United States History in Global Perspective since 1789"	"9781137338549"	"9781137338556"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137338556&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137338556.jpg"	
"Global Inequalities"	"9781137339560"	"9781137339584"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137339584&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137339584.jpg"	
"Selected Tales for Children and Young People"	"9780230361423"	"9781137341204"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137341204&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137341204.jpg"	
"Marketing Strategy and Management"	"9781137025821"	"9781137342133"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781137342133&uid=none"						"Palgrave Macmillan"											"http://www.askewsandholts.com/EBookImages/9781137342133.jpg"	
"More Perfect Union"	"9780061999291"	"9780061760228"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780061760228&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780061760228.jpg"	
"Vaporized: Solid Strategies for Success in a Dematerialized World"	"9781928055044"	"9781928055051"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781928055051&uid=none"						"Greystone Books"											"http://www.askewsandholts.com/EBookImages/9781928055051.jpg"	
"Pretty App"	"9780062195296"	"9780062195326"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780062195326&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780062195326.jpg"	
"Global business ethics: responsible decision making in an international context"	"9780749473952"	"9780749473969"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780749473969&uid=none"						"Kogan Page"											"http://www.askewsandholts.com/EBookImages/9780749473969.jpg"	
"More sermon nuggets: topical excerpts from a lifetime of preaching"	"9780761866527"	"9780761866534"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780761866534&uid=none"						"Hamilton Books"											"http://www.askewsandholts.com/EBookImages/9780761866534.jpg"	
"Carrying on: (mis)adventures in pregnancyland"	"9780762456116"	"9780762456123"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780762456123&uid=none"						"Running Press"											"http://www.askewsandholts.com/EBookImages/9780762456123.jpg"	
"California's wine country."	"9780762749157"	"9780762768554"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780762768554&uid=none"						"Globe Pequot Press"											"http://www.askewsandholts.com/EBookImages/9780762768554.jpg"	
"Fundamentals of statistical experimental design and analysis"	"9781118954638"	"9781118954652"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781118954652&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781118954652.jpg"	
"Bridging organization design and performance: five ways to activate a global operating model"	"9781119176299"	"9781119064497"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781119064497&uid=none"						"Jossey-Bass"											"http://www.askewsandholts.com/EBookImages/9781119064497.jpg"	
"Industrial power distribution"	"9781119065180"	"9781119065029"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781119065029&uid=none"						"Wiley-Blackwell"											"http://www.askewsandholts.com/EBookImages/9781119065029.jpg"	
"Henry Clay: America's greatest statesman"	"9780306823916"	"9780306823923"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780306823923&uid=none"						"Da Capo Press"											"http://www.askewsandholts.com/EBookImages/9780306823923.jpg"	
"Minor in Possession"	"9780061999314"	"9780061762727"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780061762727&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780061762727.jpg"	
"Body in the Snowdrift"	"9780060525323"	"9780061850165"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780061850165&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780061850165.jpg"	
"Body in the Attic"	"9780060525316"	"9780061854460"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780061854460&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780061854460.jpg"	
"Body in the Lighthouse"	"9780380813865"	"9780061864919"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780061864919&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780061864919.jpg"	
"The Vietnam wars, 1945-1990"	"9780060921071"	"9780062326966"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780062326966&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780062326966.jpg"	
"Finding Samuel Lowe: China, Jamaica, Harlem"	"9780062331632"	"9780062331656"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780062331656&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780062331656.jpg"	
"Ashley's war: the untold story of a team of women soldiers on the special ops battlefield"	"9780062333810"	"9780062333834"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780062333834&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780062333834.jpg"	
"Selfie Vote: Where Millennials Are Leading America (And How Republicans Can Keep Up)"	"9780062343109"	"9780062343123"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780062343123&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780062343123.jpg"	
"The cherry harvest"	"9780062343628"	"9780062343642"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780062343642&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780062343642.jpg"	
"Mother Tongue: English and How it Got that Way"	"9780380715435"	"9780062417442"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780062417442&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780062417442.jpg"	
"Edward M. Kennedy: a biography"	"9780061843716"	"9780062431110"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780062431110&uid=none"						"HarperCollins"											"http://www.askewsandholts.com/EBookImages/9780062431110.jpg"	
"The Adventure of the Blue Carbuncle - Lego - The Adventures of Sherlock Holmes"	"9781780927947"	"9781780927961"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781780927961&uid=none"						"MX Publishing"											"http://www.askewsandholts.com/EBookImages/9781780927961.jpg"	
"The MX book of new Sherlock Holmes stories.: (1890 to 1895)"	"9781780928296"	"9781780928319"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781780928319&uid=none"						"MX Publishing"											"http://www.askewsandholts.com/EBookImages/9781780928319.jpg"	
"Sherlock Holmes and The July Crisis"	"9781780928708"	"9781780928722"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781780928722&uid=none"						"MX Publishing"											"http://www.askewsandholts.com/EBookImages/9781780928722.jpg"	
"Theory of Nonviolent Action"	"9781780325156"	"9781780320557"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781780320557&uid=none"						"Zed Books"											"http://www.askewsandholts.com/EBookImages/9781780320557.jpg"	
"RSPB Nature Tracker's Handbook"	"9781408151501"	"9781472932556"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781472932556&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781472932556.jpg"	
"The colors of Israel"	""	"9781504004770"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781504004770&uid=none"						"Kar-Ben Publishing"											"http://www.askewsandholts.com/EBookImages/9781504004770.jpg"	
"Body: A Very Short Introduction"	"9780198739036"	"9780191059483"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780191059483&uid=none"						"Oxford University Press"											"http://www.askewsandholts.com/EBookImages/9780191059483.jpg"	
"New concepts in natural language generation"	"9781855670846"	"9781474246422"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474246422&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781474246422.jpg"	
"User modelling in text generation"	"9781474246507"	"9781474246514"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474246514&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781474246514.jpg"	
"Text knowledge and object knowledge"	"9780861871360"	"9781474246521"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474246521&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781474246521.jpg"	
"Expressibility and the problem of efficient text planning"	"9781855670228"	"9781474246576"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474246576&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781474246576.jpg"	
"Into the mother tongue"	"9780861874637"	"9781474246590"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781474246590&uid=none"						"Bloomsbury"											"http://www.askewsandholts.com/EBookImages/9781474246590.jpg"	
