publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	title_image
"Advances in Computer Science and Engineering"	"9783642279478"	"9783642279485"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642279485&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642279485.jpg"	
"Theranostics, Gallium-68, and other radionuclides: a pathway to personalized diagnosis and treatment"	"9783642279935"	"9783642279942"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642279942&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642279942.jpg"	
"The sun: new challenges"	"9783642294167"	"9783642294174"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642294174&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642294174.jpg"	
"Advances in Computer Science and Information Engineering: Volume 1"	"9783642301254"	"9783642301261"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642301261&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642301261.jpg"	
"Minerals of the mercury ore deposit Idria"	"9783642316319"	"9783642316326"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642316326&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642316326.jpg"	
"Cybernetic approach to project management"	"9783642325038"	"9783642325045"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642325045&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642325045.jpg"	
"Psychopharmakologischer Leitfaden fur Psychologen und Psychotherapeuten"	"9783540479574"	"9783540479581"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540479581&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540479581.jpg"	
"Kommentar zur Zulassungsverordnung fur Vertragsarzte und Vertragszahnarzte (Arzte-ZV, Zahnarzte-ZV)"	"9783540487029"	"9783540487043"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540487043&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540487043.jpg"	
"Perspektiven fur die Publikumszeitschrift"	"9783540494348"	"9783540494362"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540494362&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540494362.jpg"	
"Marine climate and climate change: storms, wind waves and storm surges"	"9783540253167"	"9783540684916"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540684916&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540684916.jpg"	
"Publikationsklauseln in Forschungsvertragen Und Forschungsprotokollen Klinischer Studien"	"9783540695691"	"9783540695707"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540695707&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540695707.jpg"	
"Forschung fur das Auto von morgen: Aus Tradition entsteht Zukunft"	"9783540741503"	"9783540741510"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540741510&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540741510.jpg"	
"Geistiges Eigentum in Konkurrierenden Volkerrechtlichen Vertragsordnungen: Das Verhaltnis Zwischen Wipo Und Wto/trips"	"9783540753483"	"9783540753490"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540753490&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540753490.jpg"	
"Arid dune ecosystems: the Nizzana sands in the Negev Desert"	"9783540754978"	"9783540754985"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540754985&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540754985.jpg"	
"Rechtliche Rahmenbedingungen Biomedizinischer Forschung Am Menschen: Das Zusatzprotokoll Zum Ubereinkommen Uber Menschenrechte Und Biomedizin Uber Biomedizinische Forschung"	"9783540755159"	"9783540755166"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540755166&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540755166.jpg"	
"Proceedings of the 16th International Meshing Roundtable"	"9783540751021"	"9783540751038"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540751038&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540751038.jpg"	
"Beweglich?: Muskel-skelett-erkrankungen - Ursachen, Risikofaktoren Und Praventive Ansatze."	"9783540772736"	"9783540772743"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540772743&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540772743.jpg"	
"Resource-adaptive cognitive processes"	"9783540894070"	"9783540894087"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783540894087&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783540894087.jpg"	
"Hagenberg Research"	"9783642021268"	"9783642021275"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642021275&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642021275.jpg"	
"The relationship marketer: strategic relationship marketing revisited"	"9783642032424"	"9783642032431"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642032431&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642032431.jpg"	
"Laser-surface interactions for new materials production: tailoring structure and properties"	"9783642033063"	"9783642033070"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642033070&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642033070.jpg"	
"UV Radiation in Global Climate Change: Measurements, Modeling and Effects on Ecosystems"	"9783642033124"	"9783642033131"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642033131&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642033131.jpg"	
"International Conference on Advancements of Medicine and Health Care through Technology; 23 - 26 September 2009 Cluj-Napoca, Romania"	"9783642042911"	"9783642042928"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642042928&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642042928.jpg"	
"Betriebliche Gesundheitspolitik: Der Weg zur gesunden Organisation"	"9783642043369"	"9783642043376"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642043376&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642043376.jpg"	
"Principles and Perspectives in Cosmochemistry: Lecture Notes of the Kodai School on 'Synthesis of Elements in Stars' held at Kodaikanal Observatory, India, April 29 - May 13, 2008"	"9783642103513"	"9783642103520"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642103520&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642103520.jpg"	
"Qualitatsmanagement Und Zertifizierung in Der Onkologie"	"9783642128394"	"9783642128400"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642128400&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642128400.jpg"	
"Cantor Und Die Franzosen: Mathematik, Philosophie Und Das Unendliche"	"9783642148682"	"9783642148699"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642148699&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642148699.jpg"	
"Volcanic Tourist Destinations"	"9783642161902"	"9783642161919"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642161919&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642161919.jpg"	
"Paradigm shift for future tennis: the art of tennis physiology, biomechanics and psychology"	"9783642170942"	"9783642170959"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642170959&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642170959.jpg"	
"Lexikon Der Infektionskrankheiten Des Menschen: Erreger, Symptome, Diagnose, Therapie Und Prophylaxe"	"9783642171574"	"9783642171581"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642171581&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642171581.jpg"	
"Operations research proceedings 2010"	"9783642200083"	"9783642200090"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642200090&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642200090.jpg"	
"Pocket Guide Psychopharmaka: Von a Bis Z"	"9783642201011"	"9783642201028"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642201028&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642201028.jpg"	
"Specific intermolecular interactions of organic compounds"	"9783642216213"	"9783642216220"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642216220&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642216220.jpg"	
"Lifetime controlling defects in tool steels"	"9783642216459"	"9783642216466"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642216466&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642216466.jpg"	
"Proceedings of the 2011 International Conference on Informatics, Cybernetics, and Computer Engineering (ICCE2011), November 19-20 2011, Melbourne, Australia.: (Intelligent control and network communication)"	"9783642251849"	"9783642251856"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642251856&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642251856.jpg"	
"Monte Carlo and Quasi-Monte Carlo methods 2010"	"9783642274398"	"9783642274404"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642274404&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642274404.jpg"	
"Advances in Autonomous Mini Robots: Proceedings of the 6-th AMiRE Symposium"	"9783642274817"	"9783642274824"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642274824&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642274824.jpg"	
"Applied Physiology in Intensive Care Medicine 1: Physiological Notes - Technical Notes - Seminal Studies in Intensive Care"	"9783642282690"	"9783642282706"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642282706&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642282706.jpg"	
"Protein-protein interactions"	"9783642289644"	"9783642289651"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642289651&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642289651.jpg"	
"Progress in turbulence and wind energy IV: proceedings of the iTi Conference in Turbulence 2010"	"9783642289675"	"9783642289682"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642289682&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642289682.jpg"	
"Preventive biomechanics: optimizing support systems for the human body in the yying and sitting position"	"9783642290022"	"9783642290039"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9783642290039&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9783642290039.jpg"	
"Microbial BioEnergy: Hydrogen Production"	"9789401785532"	"9789401785549"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401785549&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401785549.jpg"	
"Horticulture: Plants for People and Places, Volume 3: Social Horticulture"	"9789401785594"	"9789401785600"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401785600&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401785600.jpg"	
"Fisheries Management of Mexican and Central American Estuaries"	"9789401789165"	"9789401789172"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401789172&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401789172.jpg"	
"Trapping and the Detection, Control, and Regulation of Tephritid Fruit Flies: Lures, Area-Wide Programs, and Trade Implications"	"9789401791922"	"9789401791939"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401791939&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401791939.jpg"	
"Medicinal and Aromatic Plants of the Middle-East"	"9789401792752"	"9789401792769"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9789401792769&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9789401792769.jpg"	
"The seventh landing: going back to the moon, this time to stay"	"9780387938806"	"9780387938813"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780387938813&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780387938813.jpg"	
"Structural optimization"	"9780387958644"	"9780387958651"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780387958651&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780387958651.jpg"	
"Dynamic process methodology in the social and developmental sciences"	"9780387959214"	"9780387959221"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780387959221&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780387959221.jpg"	
"Hydrogen fuel cells for road vehicles"	"9780857291356"	"9780857291363"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857291363&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780857291363.jpg"	
"Design creativity 2010"	"9780857292230"	"9780857292247"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780857292247&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9780857292247.jpg"	
"Beginning Google Maps API 3"	"9781430228028"	"9781430228035"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430228035&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430228035.jpg"	
"Pro HTML5 with Visual Studio 2012"	"9781430246381"	"9781430246398"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781430246398&uid=none"						"Apress"											"http://www.askewsandholts.com/EBookImages/9781430246398.jpg"	
"Diagnostic pathology of pleuropulmonary neoplasia"	"9781441907868"	"9781441907875"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441907875&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441907875.jpg"	
"Innate immune regulation and cancer immunotherapy"	"9781441999139"	"9781441999146"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781441999146&uid=none"						"Springer"											"http://www.askewsandholts.com/EBookImages/9781441999146.jpg"	
"A colourful presence: the evolution of women's representation in Iranian cinema"	"9781443882729"	"9781443884693"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781443884693&uid=none"						"Cambridge Scholars Publishing"											"http://www.askewsandholts.com/EBookImages/9781443884693.jpg"	
"United by or Against Euroscepticism? An Assessment of Public Attitudes towards Europe in the Context of the Crisis"	"9781443880909"	"9781443884877"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781443884877&uid=none"						"Cambridge Scholars Publishing"											"http://www.askewsandholts.com/EBookImages/9781443884877.jpg"	
"Cracked: how telephone operators took on Canada's largest corporation ... and won"	"9781459731721"	"9781459731738"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781459731738&uid=none"						"Dundurn"											"http://www.askewsandholts.com/EBookImages/9781459731738.jpg"	
"This was Radio-Canada"	"9781459733152"	"9781459733169"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9781459733169&uid=none"						"Dundurn"											"http://www.askewsandholts.com/EBookImages/9781459733169.jpg"	
"Indecent Exposures: Eadweard Muybridge's &quot;Animal Locomotion&quot; Nudes"	"9780300218633"	"9780300218633"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780300218633&uid=none"						"Yale University Press"											"http://www.askewsandholts.com/EBookImages/9780300218633.jpg"	
"Heterogeneous system architecture: practical applications for industry"	"9780128003862"	"9780128008010"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780128008010&uid=none"						"Morgan Kaufmann"											"http://www.askewsandholts.com/EBookImages/9780128008010.jpg"	
"Electron paramagnetic resonance investigations of biological systems by using spin labels, spin probes, and intrinsic metal ions."	"9780128028353"	"9780128028476"							"http://www.vlebooks.com/vleweb/product/openreader?id=none&isbn=9780128028476&uid=none"						"Academic Press"											"http://www.askewsandholts.com/EBookImages/9780128028476.jpg"	
